instruction,input,output,specialty_key
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa infertilitas pria dan juga ereksi.",Keluhan ini termasuk dalam kategori Andrologi. Anda disarankan berkonsultasi dengan Dokter Spesialis Andrologi (Sp.And).,andrologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa tonsil dan juga tinnitus.",Keluhan ini termasuk dalam kategori THT. Anda disarankan berkonsultasi dengan Dokter Spesialis THT (Sp.THT-KL).,tht
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa tonsil dan juga sinusitis.",Keluhan ini termasuk dalam kategori THT. Anda disarankan berkonsultasi dengan Dokter Spesialis THT (Sp.THT-KL).,tht
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa tinnitus dan juga sinusitis.",Keluhan ini termasuk dalam kategori THT. Anda disarankan berkonsultasi dengan Dokter Spesialis THT (Sp.THT-KL).,tht
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa tinnitus, sinusitis dan juga tonsil.",Keluhan ini termasuk dalam kategori THT. Anda disarankan berkonsultasi dengan Dokter Spesialis THT (Sp.THT-KL).,tht
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa sinusitis dan juga tinnitus.",Keluhan ini termasuk dalam kategori THT. Anda disarankan berkonsultasi dengan Dokter Spesialis THT (Sp.THT-KL).,tht
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa tonsil, tinnitus dan juga sinusitis.",Keluhan ini termasuk dalam kategori THT. Anda disarankan berkonsultasi dengan Dokter Spesialis THT (Sp.THT-KL).,tht
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa sinusitis, tinnitus dan juga tonsil.",Keluhan ini termasuk dalam kategori THT. Anda disarankan berkonsultasi dengan Dokter Spesialis THT (Sp.THT-KL).,tht
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa sinusitis, tonsil dan juga tinnitus.",Keluhan ini termasuk dalam kategori THT. Anda disarankan berkonsultasi dengan Dokter Spesialis THT (Sp.THT-KL).,tht
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa glaukoma dan juga katarak.",Keluhan ini termasuk dalam kategori Oftalmologi. Anda disarankan berkonsultasi dengan Dokter Spesialis Mata (Sp.M).,mata
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa katarak dan juga glaukoma.",Keluhan ini termasuk dalam kategori Oftalmologi. Anda disarankan berkonsultasi dengan Dokter Spesialis Mata (Sp.M).,mata
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa anxietas dan juga depresi.",Keluhan ini termasuk dalam kategori Psikiatri. Anda disarankan berkonsultasi dengan Dokter Spesialis Jiwa (Sp.KJ).,psikiatri
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa depresi dan juga anxietas.",Keluhan ini termasuk dalam kategori Psikiatri. Anda disarankan berkonsultasi dengan Dokter Spesialis Jiwa (Sp.KJ).,psikiatri
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa gusi dan juga sakit gigi.",Keluhan ini termasuk dalam kategori Gigi Umum. Anda disarankan berkonsultasi dengan Dokter Gigi (drg.).,gigi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa sakit gigi dan juga gusi.",Keluhan ini termasuk dalam kategori Gigi Umum. Anda disarankan berkonsultasi dengan Dokter Gigi (drg.).,gigi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa tumor rahang dan juga pencabutan.",Keluhan ini termasuk dalam kategori Bedah Mulut. Anda disarankan berkonsultasi dengan drg. Sp.BM.,bedah_mulut
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa pencabutan dan juga tumor rahang.",Keluhan ini termasuk dalam kategori Bedah Mulut. Anda disarankan berkonsultasi dengan drg. Sp.BM.,bedah_mulut
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa implan dan juga gigi palsu.",Keluhan ini termasuk dalam kategori Prostodonsia. Anda disarankan berkonsultasi dengan drg. Sp.Pros.,prostodonsia
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa gigi palsu dan juga implan.",Keluhan ini termasuk dalam kategori Prostodonsia. Anda disarankan berkonsultasi dengan drg. Sp.Pros.,prostodonsia
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa nyeri dada dan juga jantung berdebar.",Keluhan ini termasuk dalam kategori Kardiologi. Anda disarankan berkonsultasi dengan Dokter Spesialis Jantung (Sp.JP).,kardiologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa gagal jantung dan juga nyeri dada.",Keluhan ini termasuk dalam kategori Kardiologi. Anda disarankan berkonsultasi dengan Dokter Spesialis Jantung (Sp.JP).,kardiologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa gagal jantung, nyeri dada dan juga jantung berdebar.",Keluhan ini termasuk dalam kategori Kardiologi. Anda disarankan berkonsultasi dengan Dokter Spesialis Jantung (Sp.JP).,kardiologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa jantung berdebar dan juga gagal jantung.",Keluhan ini termasuk dalam kategori Kardiologi. Anda disarankan berkonsultasi dengan Dokter Spesialis Jantung (Sp.JP).,kardiologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa nyeri dada, gagal jantung dan juga jantung berdebar.",Keluhan ini termasuk dalam kategori Kardiologi. Anda disarankan berkonsultasi dengan Dokter Spesialis Jantung (Sp.JP).,kardiologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa gagal jantung dan juga jantung berdebar.",Keluhan ini termasuk dalam kategori Kardiologi. Anda disarankan berkonsultasi dengan Dokter Spesialis Jantung (Sp.JP).,kardiologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa jantung berdebar dan juga nyeri dada.",Keluhan ini termasuk dalam kategori Kardiologi. Anda disarankan berkonsultasi dengan Dokter Spesialis Jantung (Sp.JP).,kardiologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa gagal ginjal, proteinuria dan juga dialisis.",Keluhan ini termasuk dalam kategori Nefrologi. Anda disarankan berkonsultasi dengan Dokter Sp.PD-KGH.,nefrologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa gagal ginjal dan juga proteinuria.",Keluhan ini termasuk dalam kategori Nefrologi. Anda disarankan berkonsultasi dengan Dokter Sp.PD-KGH.,nefrologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa dialisis, proteinuria dan juga gagal ginjal.",Keluhan ini termasuk dalam kategori Nefrologi. Anda disarankan berkonsultasi dengan Dokter Sp.PD-KGH.,nefrologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa proteinuria dan juga dialisis.",Keluhan ini termasuk dalam kategori Nefrologi. Anda disarankan berkonsultasi dengan Dokter Sp.PD-KGH.,nefrologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa proteinuria dan juga gagal ginjal.",Keluhan ini termasuk dalam kategori Nefrologi. Anda disarankan berkonsultasi dengan Dokter Sp.PD-KGH.,nefrologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa dialisis dan juga proteinuria.",Keluhan ini termasuk dalam kategori Nefrologi. Anda disarankan berkonsultasi dengan Dokter Sp.PD-KGH.,nefrologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa gagal ginjal, dialisis dan juga proteinuria.",Keluhan ini termasuk dalam kategori Nefrologi. Anda disarankan berkonsultasi dengan Dokter Sp.PD-KGH.,nefrologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa nyeri sendi kronis dan juga rematik.",Keluhan ini termasuk dalam kategori Reumatologi. Anda disarankan berkonsultasi dengan Dokter Sp.PD-KR.,reumatologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa lupus dan juga nyeri sendi kronis.",Keluhan ini termasuk dalam kategori Reumatologi. Anda disarankan berkonsultasi dengan Dokter Sp.PD-KR.,reumatologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa rematik dan juga nyeri sendi kronis.",Keluhan ini termasuk dalam kategori Reumatologi. Anda disarankan berkonsultasi dengan Dokter Sp.PD-KR.,reumatologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa lupus, rematik dan juga nyeri sendi kronis.",Keluhan ini termasuk dalam kategori Reumatologi. Anda disarankan berkonsultasi dengan Dokter Sp.PD-KR.,reumatologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa rematik, lupus dan juga nyeri sendi kronis.",Keluhan ini termasuk dalam kategori Reumatologi. Anda disarankan berkonsultasi dengan Dokter Sp.PD-KR.,reumatologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa nyeri sendi kronis, lupus dan juga rematik.",Keluhan ini termasuk dalam kategori Reumatologi. Anda disarankan berkonsultasi dengan Dokter Sp.PD-KR.,reumatologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa rematik dan juga lupus.",Keluhan ini termasuk dalam kategori Reumatologi. Anda disarankan berkonsultasi dengan Dokter Sp.PD-KR.,reumatologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa gangguan pembekuan dan juga leukemia.",Keluhan ini termasuk dalam kategori Hematologi. Anda disarankan berkonsultasi dengan Dokter Sp.PD-KHOM.,hematologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa leukemia, anemia dan juga gangguan pembekuan.",Keluhan ini termasuk dalam kategori Hematologi. Anda disarankan berkonsultasi dengan Dokter Sp.PD-KHOM.,hematologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa gangguan pembekuan, anemia dan juga leukemia.",Keluhan ini termasuk dalam kategori Hematologi. Anda disarankan berkonsultasi dengan Dokter Sp.PD-KHOM.,hematologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa anemia, gangguan pembekuan dan juga leukemia.",Keluhan ini termasuk dalam kategori Hematologi. Anda disarankan berkonsultasi dengan Dokter Sp.PD-KHOM.,hematologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa anemia dan juga gangguan pembekuan.",Keluhan ini termasuk dalam kategori Hematologi. Anda disarankan berkonsultasi dengan Dokter Sp.PD-KHOM.,hematologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa gangguan pembekuan dan juga anemia.",Keluhan ini termasuk dalam kategori Hematologi. Anda disarankan berkonsultasi dengan Dokter Sp.PD-KHOM.,hematologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa anemia dan juga leukemia.",Keluhan ini termasuk dalam kategori Hematologi. Anda disarankan berkonsultasi dengan Dokter Sp.PD-KHOM.,hematologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa penurunan fungsi, lansia dan juga pikun.",Keluhan ini termasuk dalam kategori Geriatri. Anda disarankan berkonsultasi dengan Dokter Sp.PD-KGer.,geriatri
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa lansia, penurunan fungsi dan juga pikun.",Keluhan ini termasuk dalam kategori Geriatri. Anda disarankan berkonsultasi dengan Dokter Sp.PD-KGer.,geriatri
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa lansia dan juga penurunan fungsi.",Keluhan ini termasuk dalam kategori Geriatri. Anda disarankan berkonsultasi dengan Dokter Sp.PD-KGer.,geriatri
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa pikun dan juga penurunan fungsi.",Keluhan ini termasuk dalam kategori Geriatri. Anda disarankan berkonsultasi dengan Dokter Sp.PD-KGer.,geriatri
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa lansia dan juga pikun.",Keluhan ini termasuk dalam kategori Geriatri. Anda disarankan berkonsultasi dengan Dokter Sp.PD-KGer.,geriatri
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa penurunan fungsi dan juga pikun.",Keluhan ini termasuk dalam kategori Geriatri. Anda disarankan berkonsultasi dengan Dokter Sp.PD-KGer.,geriatri
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa pikun dan juga lansia.",Keluhan ini termasuk dalam kategori Geriatri. Anda disarankan berkonsultasi dengan Dokter Sp.PD-KGer.,geriatri
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa ct scan, rontgen dan juga usg.",Keluhan ini termasuk dalam kategori Radiologi. Anda disarankan berkonsultasi dengan Dokter Spesialis Radiologi (Sp.Rad).,radiologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa rontgen dan juga ct scan.",Keluhan ini termasuk dalam kategori Radiologi. Anda disarankan berkonsultasi dengan Dokter Spesialis Radiologi (Sp.Rad).,radiologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa rontgen dan juga usg.",Keluhan ini termasuk dalam kategori Radiologi. Anda disarankan berkonsultasi dengan Dokter Spesialis Radiologi (Sp.Rad).,radiologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa usg, ct scan dan juga rontgen.",Keluhan ini termasuk dalam kategori Radiologi. Anda disarankan berkonsultasi dengan Dokter Spesialis Radiologi (Sp.Rad).,radiologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa usg, rontgen dan juga ct scan.",Keluhan ini termasuk dalam kategori Radiologi. Anda disarankan berkonsultasi dengan Dokter Spesialis Radiologi (Sp.Rad).,radiologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa rontgen, ct scan dan juga usg.",Keluhan ini termasuk dalam kategori Radiologi. Anda disarankan berkonsultasi dengan Dokter Spesialis Radiologi (Sp.Rad).,radiologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa usg dan juga rontgen.",Keluhan ini termasuk dalam kategori Radiologi. Anda disarankan berkonsultasi dengan Dokter Spesialis Radiologi (Sp.Rad).,radiologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa ct scan, usg dan juga rontgen.",Keluhan ini termasuk dalam kategori Radiologi. Anda disarankan berkonsultasi dengan Dokter Spesialis Radiologi (Sp.Rad).,radiologi
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa aneurisma, cedera kepala dan juga tumor otak.",Keluhan ini termasuk dalam kategori Bedah Saraf. Anda disarankan berkonsultasi dengan Dokter Spesialis Bedah Saraf (Sp.BS).,bedah_saraf
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa aneurisma dan juga tumor otak.",Keluhan ini termasuk dalam kategori Bedah Saraf. Anda disarankan berkonsultasi dengan Dokter Spesialis Bedah Saraf (Sp.BS).,bedah_saraf
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa tumor otak, aneurisma dan juga cedera kepala.",Keluhan ini termasuk dalam kategori Bedah Saraf. Anda disarankan berkonsultasi dengan Dokter Spesialis Bedah Saraf (Sp.BS).,bedah_saraf
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa tumor otak dan juga cedera kepala.",Keluhan ini termasuk dalam kategori Bedah Saraf. Anda disarankan berkonsultasi dengan Dokter Spesialis Bedah Saraf (Sp.BS).,bedah_saraf
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa cedera kepala, aneurisma dan juga tumor otak.",Keluhan ini termasuk dalam kategori Bedah Saraf. Anda disarankan berkonsultasi dengan Dokter Spesialis Bedah Saraf (Sp.BS).,bedah_saraf
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa tumor otak dan juga aneurisma.",Keluhan ini termasuk dalam kategori Bedah Saraf. Anda disarankan berkonsultasi dengan Dokter Spesialis Bedah Saraf (Sp.BS).,bedah_saraf
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa tumor otak, cedera kepala dan juga aneurisma.",Keluhan ini termasuk dalam kategori Bedah Saraf. Anda disarankan berkonsultasi dengan Dokter Spesialis Bedah Saraf (Sp.BS).,bedah_saraf
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa penyumbatan pembuluh, varises dan juga aneurisma aorta.",Keluhan ini termasuk dalam kategori Bedah Vaskular. Anda disarankan berkonsultasi dengan Dokter Sp.B-Subsp.BVE.,bedah_vaskular
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa aneurisma aorta dan juga penyumbatan pembuluh.",Keluhan ini termasuk dalam kategori Bedah Vaskular. Anda disarankan berkonsultasi dengan Dokter Sp.B-Subsp.BVE.,bedah_vaskular
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa penyumbatan pembuluh dan juga varises.",Keluhan ini termasuk dalam kategori Bedah Vaskular. Anda disarankan berkonsultasi dengan Dokter Sp.B-Subsp.BVE.,bedah_vaskular
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa varises, penyumbatan pembuluh dan juga aneurisma aorta.",Keluhan ini termasuk dalam kategori Bedah Vaskular. Anda disarankan berkonsultasi dengan Dokter Sp.B-Subsp.BVE.,bedah_vaskular
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa penyumbatan pembuluh, aneurisma aorta dan juga varises.",Keluhan ini termasuk dalam kategori Bedah Vaskular. Anda disarankan berkonsultasi dengan Dokter Sp.B-Subsp.BVE.,bedah_vaskular
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa varises dan juga penyumbatan pembuluh.",Keluhan ini termasuk dalam kategori Bedah Vaskular. Anda disarankan berkonsultasi dengan Dokter Sp.B-Subsp.BVE.,bedah_vaskular
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa penyumbatan pembuluh dan juga aneurisma aorta.",Keluhan ini termasuk dalam kategori Bedah Vaskular. Anda disarankan berkonsultasi dengan Dokter Sp.B-Subsp.BVE.,bedah_vaskular
Klasifikasikan keluhan medis berikut ke spesialisasi yang tepat.,"Halo Dok, saya merasa varises dan juga aneurisma aorta.",Keluhan ini termasuk dalam kategori Bedah Vaskular. Anda disarankan berkonsultasi dengan Dokter Sp.B-Subsp.BVE.,bedah_vaskular
